0,Sentiment,neg,neu,pos,compound
"wow, the  revenue share was just airdropped to the token holders meeting the criterias.the amount of  received was beyond expectations. am i dreaming?> [](> 1. attention  holders: airdrop complete> > all eligible wallets have received their proportional share of the token tax revenue since the tkst/weth liquidity pool went live as an #airdrop.> > the payout was in  ethereum.",Positivo,0.0,0.866,0.134,0.802
red line stopping us rn,Negativo,0.286,0.714,0.0,-0.1531
up closewe ran 1200... a little pullback should be expected,Neutro,0.0,1.0,0.0,0.0
"is flipping the recent highs for support.long-term downtrend breached, uptrend initiated.comfy hold into the new year.send it.",Neutro,0.0,1.0,0.0,0.0
1w chartit  that level everyone wants to buy #sol at again 😂plz do not  fomo. calculate your risks,Negativo,0.11,0.89,0.0,-0.2732
"key shared features of these cryptocurrencies (, , , )market capitalization: large capimpact on price: high market cap does require substantial liquidity to significantly move the price. large bullish positive price change may indicate institutional interest,…> [](> what is common among these four coins?",Positivo,0.0,0.833,0.167,0.7783
"revenue share going live friday 🔥as i think trading bots will become more popular again in 2024 when onchain  szn heats up ocd is my partner for all my onchain trading in the trenches> [](>  𝐑𝐞𝐯𝐞𝐧𝐮𝐞 𝐒𝐡𝐚𝐫𝐞> > now, everyone has the option to verify the amount of  in revenue share to be claimed this month and the claiming process goes live by friday!> > verifying your eth rewards amount is easy:> a) open the etherscan link -",Positivo,0.0,0.865,0.135,0.8716
.d not much movement happening here over the past couple of weeks.i would still assume we have a little higher to go on this chart as long as the etf is looming.mostly curious to see if there  flows that will front run the rotation from btc into alts post etf.,Positivo,0.0,0.954,0.046,0.3182
consolidating on support at previous ath think we see next leg up higher soon,Positivo,0.0,0.828,0.172,0.4019
/  very close to putting in a macro bottom think we see a macro bottom for this cycle the week of etf approval than we see the rotation into #ethereum and eth begins to out perform #btc for rest of cycle,Positivo,0.0,0.923,0.077,0.4767
"'this first-of-its-kind integration with ai will be incorporated into our upcoming ecosystem utility products and those to be revealed soon.' +  👀> [](> we are  integrating  as a data connector, joining the ranks of , , , and many more. this cutting-edge tech allows users to interact with the blockchain using natural language prompts. 🔗> > chainlink data feeds offer aggregated data from…",Positivo,0.0,0.957,0.043,0.3612
"second green bar, green dotwe runnin this back..",Neutro,0.0,1.0,0.0,0.0
": the #planetrewards page is now live! in 48 hours, #staking opens for both eth and bnb chain  holders. the countdown…",Neutro,0.0,1.0,0.0,0.0
"one of the strongest alts this weekwhile most are red, she  back near monthly highsmarket structure is beautifully bullishfull send",Positivo,0.0,0.732,0.268,0.765
42k+ just like that! trend flip 1hr,Positivo,0.0,0.682,0.318,0.4199
:  /  - update break that 0.19c level and we are flying. lots of partnerships and updates coming out all…,Neutro,0.0,1.0,0.0,0.0
my mentor mmcrypto short and eliz long good play   > [](>  me long from this morning sir,Positivo,0.0,0.725,0.275,0.6486
was really hoping for a sweep below this support to load up.,Positivo,0.0,0.591,0.409,0.7366
: the 48-50k distribution begins soon.#bitcoin,Neutro,0.0,1.0,0.0,0.0
coming in with a banger and huge upgrade.send it 🤝> [](>,Positivo,0.0,0.796,0.204,0.3182
"wow, the  revenue share was just airdropped to the token holders meeting the criterias.the amount of  received was beyond expectations. am i dreaming?> [](> 1. attention  holders: airdrop complete> > all eligible wallets have received their proportional share of the token tax revenue since the tkst/weth liquidity pool went live as an #airdrop.> > the payout was in  ethereum.",Positivo,0.0,0.866,0.134,0.802
red line stopping us rn,Negativo,0.286,0.714,0.0,-0.1531
up closewe ran 1200... a little pullback should be expected,Neutro,0.0,1.0,0.0,0.0
"is flipping the recent highs for support.long-term downtrend breached, uptrend initiated.comfy hold into the new year.send it.",Neutro,0.0,1.0,0.0,0.0
1w chartit  that level everyone wants to buy #sol at again 😂plz do not  fomo. calculate your risks,Negativo,0.11,0.89,0.0,-0.2732
"key shared features of these cryptocurrencies (, , , )market capitalization: large capimpact on price: high market cap does require substantial liquidity to significantly move the price. large bullish positive price change may indicate institutional interest,…> [](> what is common among these four coins?",Positivo,0.0,0.833,0.167,0.7783
"revenue share going live friday 🔥as i think trading bots will become more popular again in 2024 when onchain  szn heats up ocd is my partner for all my onchain trading in the trenches> [](>  𝐑𝐞𝐯𝐞𝐧𝐮𝐞 𝐒𝐡𝐚𝐫𝐞> > now, everyone has the option to verify the amount of  in revenue share to be claimed this month and the claiming process goes live by friday!> > verifying your eth rewards amount is easy:> a) open the etherscan link -",Positivo,0.0,0.865,0.135,0.8716
.d not much movement happening here over the past couple of weeks.i would still assume we have a little higher to go on this chart as long as the etf is looming.mostly curious to see if there  flows that will front run the rotation from btc into alts post etf.,Positivo,0.0,0.954,0.046,0.3182
consolidating on support at previous ath think we see next leg up higher soon,Positivo,0.0,0.828,0.172,0.4019
/  very close to putting in a macro bottom think we see a macro bottom for this cycle the week of etf approval than we see the rotation into #ethereum and eth begins to out perform #btc for rest of cycle,Positivo,0.0,0.923,0.077,0.4767
"'this first-of-its-kind integration with ai will be incorporated into our upcoming ecosystem utility products and those to be revealed soon.' +  👀> [](> we are  integrating  as a data connector, joining the ranks of , , , and many more. this cutting-edge tech allows users to interact with the blockchain using natural language prompts. 🔗> > chainlink data feeds offer aggregated data from…",Positivo,0.0,0.957,0.043,0.3612
"second green bar, green dotwe runnin this back..",Neutro,0.0,1.0,0.0,0.0
": the #planetrewards page is now live! in 48 hours, #staking opens for both eth and bnb chain  holders. the countdown…",Neutro,0.0,1.0,0.0,0.0
"one of the strongest alts this weekwhile most are red, she  back near monthly highsmarket structure is beautifully bullishfull send",Positivo,0.0,0.732,0.268,0.765
: the longer we stay in this range the better imoduring this time the  team is able to regain trust and build producto…,Positivo,0.0,0.763,0.237,0.7351
,Neutro,0.0,0.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
:   send it 🚀,Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
"riding  these past months has been a feast - and i gave you multiple entries along the way.we eating good, send this deeper into price discovery.",Positivo,0.0,0.884,0.116,0.4404
looks bullish to me  #turbo,Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
looking like a bullish ascending triangle when break out sers,Positivo,0.0,0.762,0.238,0.3612
divs starting to play out nicely plus a nice little boost from fomc and dxy cratering again,Positivo,0.0,0.533,0.467,0.8593
looks bullish to me  #kas,Neutro,0.0,1.0,0.0,0.0
#arb looks bullish to me,Neutro,0.0,1.0,0.0,0.0
you will never doubt my smiley faces or triple bottoms again,Negativo,0.169,0.673,0.158,-0.0382
:  is about to break out of this two year accumulation rangedo not paper hand this one 📌big market movements often sta…,Negativo,0.116,0.884,0.0,-0.3875
,Neutro,0.0,0.0,0.0,0.0
what  says.  is a hodl bag.> [](>   &   of revenue share dropped to incredibly happy  accumulators like myself.> > absolute must-hold during this cycle as dex  increasingly claw volume from cex .> > - bottomed-out chart showing heavy accumulation. > - platform live and looking great.> > one of my…,Positivo,0.0,0.813,0.187,0.8384
we seen  pulling bug numbers from bottom. we seen  pulling big numbers.sam coins did wellsoon dokwon coins to the moon you heard it here.,Neutro,0.0,1.0,0.0,0.0
#shib looks bullish to me,Neutro,0.0,1.0,0.0,0.0
"lmao, this was the sol/btc picolow again...... higher.> [](> i think  is about to rip again.> > most important chart ive been tracking is solbtc and looks like a nice clean abc done with 5 subwaves within the c.> > usd pair is about to rip another 40% or so again in the coming days imo.> > trading sol on bybit 👇>",Positivo,0.0,0.785,0.215,0.9184
"almost forgot, this is a bull market.back above the 4h trend.retesting breakdown area, must hold the trend from here. good start!#bitcoin",Positivo,0.0,0.856,0.144,0.4926
few mins later.... amazing  > [](>  thank you brother   ❤️,Positivo,0.0,0.526,0.474,0.743
what a time to be alivenew  ath,Neutro,0.0,1.0,0.0,0.0
havent sold my even with all the fud a few weeks ago.you know how those tweets ages in a few weeks/months.,Negativo,0.104,0.896,0.0,-0.2732
,Neutro,0.0,0.0,0.0,0.0
"using my binance chart b/c it  cleanerin the end, when zoomed out, all looks pretty orderly right?",Positivo,0.0,0.833,0.167,0.4939
again,Neutro,0.0,1.0,0.0,0.0
💥> [](> we’re coming….> > early xmas.> >,Neutro,0.0,1.0,0.0,0.0
we gained so much fuel on that dip...,Positivo,0.0,0.729,0.271,0.3818
place your betshow many times have we seen this pattern,Neutro,0.0,1.0,0.0,0.0
"#bitcoin / as i discussed in yesterday  stream, the recent dip we had was nothing more than a healthy correction after a massive parabolic extension.i believe we have  defined the upper and lower bounds of a new range that we will  likely trade within for the next month or two…",Negativo,0.098,0.902,0.0,-0.5667
.dbounced at key support for now,Positivo,0.0,0.649,0.351,0.4019
- scalping shorts been very profitable lately. trading the 1h tweezer top. just looking for a quick scalp.,Positivo,0.0,0.737,0.263,0.6115
"screw this,  is undervalued and under-owned.join me:",Negativo,0.189,0.811,0.0,-0.1027
let  get those locals highs,Neutro,0.0,1.0,0.0,0.0
"#bitcoin - being wrong is about perspective. in 2022 i was wrong plenty but was confident buying  to  would work out. i thought it was going to happen sooner but a year later here we are at ,000 and my ""wrong"" prediction turned out to be a very profitable one. > [](> what is the key to becoming a great trader?> > one thing i love about  is this...> > he seems to ""know his self,"" which is a key to trading...> > i am referencing this from observation alone, as we have yet to discuss this. however, it appears he realized somewhere along…",Positivo,0.06,0.759,0.181,0.9548
these are the kind of charts we have all been waiting for.,Neutro,0.0,1.0,0.0,0.0
pandas &  killing the game future blue chip all around from nft to now gaming with   🤝> [](>,Negativo,0.216,0.784,0.0,-0.6597
"finally, true on-chain privacy at lastthe first ever fully private wallethold or swap any erc-20 token or nft with complete anonymityprivacy, security, confidentiality. this is #0x0 #ad> [](> before we kick off #0x0ctober, we are  thrilled to present a demo video of our highly anticipated #arcane wallet mvp. please keep in mind that this is just the mvp version, and the final ui will closely resemble a full-fledged exchange, but with the added benefits of being…",Positivo,0.0,0.867,0.133,0.8225
"yesterday,  bears were celebrating the dip. the dip:",Positivo,0.0,0.654,0.346,0.5719
"#0x0 is going to fucking rip so hard literally the most obvious play of 2024> [](> idk man, i’m not smart but i know one thing for sure….> > #0x0 is about to leave this range behind and teleport higher.",Negativo,0.141,0.813,0.045,-0.2234
think we will  soon visit the horizontal but break through rather quickly once we get there.then the last resistance before price discovery is the grey box.pretty excited for this one.,Positivo,0.0,0.864,0.136,0.5267
